Kód	Název	Id	Id nadřízené
39711210-4  	Mixéry 	10103	10102
39711211-1  	Kuchyňské mixéry 	10104	10103
39711300-2  	Elektrotepelné přístroje 	10105	10093
39711310-5  	Elektrické přístroje na přípravu kávy	10106	10105
39711320-8  	Elektrické přístroje na přípravu čaje	10107	10105
39711330-1  	Elektrické opékače topinek 	10108	10105
39711340-4  	Ohřívače talířů	10109	10105
39711350-7  	Waflovače	10110	10105
39711360-0  	Trouby 	10111	10105
39711361-7  	Elektrické trouby	10112	10111
39711362-4  	Mikrovlnné trouby	10113	10111
39711400-3  	Opékače, ohřívací tělíska, varné desky a varná tělíska 	10114	10093
39711410-6  	Opékače	10115	10114
39711420-9  	Ohřívací tělíska 	10116	10114
39711430-2  	Varné desky	10117	10114
39711440-5  	Varná tělíska	10118	10114
39711500-4  	Otvíráky na konzervy 	10119	10093
39712000-6  	Elektrická zařízení domácnosti pro užití v kontaktu s lidským tělem	10120	10092
39712100-7  	Střihačky na vlasy 	10121	10120
39712200-8  	Kadeřnické náčiní	10122	10120
39712210-1  	Vysoušeče vlasů	10123	10122
39712300-9  	Vysoušeče rukou	10124	10120
39713000-3  	Elektrická zařízení domácností pro čištění a žehlení 	10125	10092
39713100-4  	Myčky na nádobí	10126	10125
39713200-5  	Pračky a sušičky na prádlo 	10127	10125
39713210-8  	Pračky spojené se sušičkou 	10128	10127
39713211-5  	Sušící a žehlící jednotky	10129	10128
39713300-6  	Drtiče odpadků 	10130	10125
39713400-7  	Stroje pro údržbu podlah 	10131	10125
39713410-0  	Stroje na čištění podlah 	10132	10131
39713420-3  	Leštiče podlah 	11433	10131
39713430-6  	Vysavače 	11434	10131
39713431-3  	Příslušenství k vysavačům	11435	11434
39713500-8  	Elektrické žehličky	11436	10125
39713510-1  	Napařovací žehličky	11437	11436
39714000-0  	Ventilační nebo recyklační kryty 	11438	10092
39714100-1  	Ventilátory	11439	11438
39714110-4  	Odsávací ventilátory 	11440	11439
39715000-7  	Ohřívače vody a vytápění budov, instalatérská zařízení 	11441	10092
39715100-8  	Elektrické průtokové nebo zásobníkové ohřívače vody a ponorné ohřívače 	11442	11441
39715200-9  	Topenářské zařízení	11443	11441
39715210-2  	Zařízení pro ústřední vytápění 	11444	11443
39715220-5  	Elektrické topné odpory	11445	11443
39715230-8  	Elektrické přístroje pro vytápění půdy 	11446	11443
39715240-1  	Elektrické přístroje pro vytápění prostoru 	11447	11443
39715300-0  	Instalatérská zařízení 	11448	11441
39716000-4  	Součásti elektrických zařízení domácností	11449	10092
39717000-1  	Větráky a klimatizační zařízení	11450	10092
39717100-2  	Větráky	11451	11450
39717200-3  	Klimatizační zařízení	11452	11450
39720000-5  	Neelektrické stroje pro domácnost	11453	10091
39721000-2  	Zařízení domácnosti pro vaření nebo topení 	11454	11453
39721100-3  	Přístroje na vaření používané v domácnostech 	11455	11454
39721200-4  	Plynové ledničky 	11456	11454
39721300-5  	Neelektrické ohřívače vzduchu a výměníky 	11457	11454
39721310-8  	Ohřívače vzduchu 	11458	11457
39721320-1  	Vzduchové vysoušeče	11459	11457
39721321-8  	Kompresorové vysoušeče 	11460	11459
39721400-6  	Neelektrické průtokové nebo zásobníkové ohřívače vody	11461	11454
39721410-9  	Plynová zařízení 	11462	11461
39721411-6  	Plynové ohřívače 	11463	11462
39722000-9  	Části sporáků, vařičů, ohřívačů talířů a domácího příslušenství	11464	11453
39722100-0  	Části sporáků	11465	11464
39722200-1  	Části vařičů 	11466	11464
39722300-2  	Části ohřívačů talířů	11467	11464
39800000-0  	Čisticí a lešticí výrobky	11468	11401
39810000-3  	Vonné přípravky a vosky	11469	11468
39811000-0  	Přípravky pro parfemování nebo deodoraci místností 	11470	11469
39811100-1  	Osvěžovače vzduchu 	11471	11470
39811110-4  	Dávkovače osvěžovačů vzduchu 	11472	11471
39811200-2  	Dezinfektanty vzduchu	11473	11470
39811300-3  	Dezodorační přípravky	11474	11470
39812000-7  	Leštidla a krémy 	11475	11469
39812100-8  	Leštidla na podlahu	11476	11475
39812200-9  	Krémy na obuv	11477	11475
39812300-0  	Leštící vosky	11478	11475
39812400-1  	Prostředky na zametání 	11479	11475
39812500-2  	Těsnící materiály	11480	11475
39813000-4  	Čisticí pasty a prášky 	11481	11469
39820000-6  	Organické povrchově aktivní prostředky 	11482	11468
39821000-3  	Čpavkové čisticí prostředky	11483	11482
39822000-0  	Žíravé čisticí prostředky	11484	11482
39830000-9  	Čistící prostředky 	11485	11468
39831000-6  	Prací prostředky 	11486	11485
39831100-7  	Olejové dispergovadlo	11487	11486
39831200-8  	Detergenty 	11488	11486
39831210-1  	Detergenty do myček na nádobí	11489	11488
39831220-4  	Odmašťovací činidla	11490	11488
39831230-7  	Pohlcovače tuku	11491	11488
39831240-0  	Čisticí směsi	11492	11488
39831250-3  	Máchací roztoky	11493	11488
39831300-9  	Čisticí prostředky na podlahy	11494	11486
39831400-0  	Čisticí prostředky na monitory a obrazovky 	11495	11486
39831500-1  	Čisticí prostředky pro automobily	11496	11486
39831600-2  	Čisticí prostředky pro WC	11497	11486
39831700-3  	Automatické dávkovače mýdla	11498	11486
39832000-3  	Prostředky na mytí nádobí	11499	11485
39832100-4  	Prášek na mytí nádobí	11500	11499
39833000-0  	Prostředky proti prachu	11501	11485
39834000-7  	Přípravky na čištění šperků	11502	11485
41000000-9  	Shromážděná a upravená voda	11503	0
41100000-0  	Přírodní voda	11504	11503
41110000-3  	Pitná voda 	11505	11504
41120000-6  	Užitková voda	11506	11504
42000000-6  	Průmyslové stroje	11507	0
42100000-0  	Strojní zařízení pro výrobu a použití mechanické síly	11508	11507
42110000-3  	Turbíny a motory 	11509	11508
42111000-0  	Motory a hnací ústrojí 	11510	11509
42111100-1  	Pomocné motory pro lodní pohon 	11511	11510
42112000-7  	Turbínová zařízení 	11512	11509
42112100-8  	Parní turbíny	11513	11512
42112200-9  	Hydraulické turbíny	11514	11512
42112210-2  	Vodní turbíny	11515	11514
42112300-0  	Plynové turbíny	11516	11512
42112400-1  	Zařízení pro turbíny 	11517	11512
42112410-4  	Turbínové nástroje 	11518	11517
42113000-4  	Části turbín 	12940	11509
42113100-5  	Části parních turbín 	13275	12940
42113110-8  	Základové desky	13276	13275
42113120-1  	Opláštění	13277	13275
42113130-4  	Kondenzátorové systémy pro chlazení vzduchu	13278	13275
42113150-0  	Olejové mazací systémy 	13279	13275
42113160-3  	Odlučovače vlhkosti	13280	13275
42113161-0  	Vysoušeče	13281	13280
42113170-6  	Zařízení pro rotační vrtání	13282	13275
42113171-3  	Rotory 	13283	13282
42113172-0  	Břity	13284	13282
42113190-2  	Navíjecí zařízení	13285	13275
42113200-6  	Části hydraulických turbín 	13286	12940
42113300-7  	Části plynových turbín 	13287	12940
42113310-0  	Systémy pro sání vzduchu 	13288	13287
42113320-3  	Modul pro vstřikování paliva 	13289	13287
42113390-4  	Systémy pro plynové turbíny	13290	13287
42113400-8  	Části vodních turbín 	13291	12940
42120000-6  	Čerpadla a kompresory	13292	11508
42121000-3  	Hydraulické nebo pneumatické motory a servomotory	13293	13292
42121100-4  	Hydraulické nebo pneumatické válce 	13294	13293
42121200-5  	Hydraulické motory 	13295	13293
42121300-6  	Pneumatické motory 	13296	13293
42121400-7  	Hydraulické servomotory	13297	13293
42121500-8  	Pneumatické servomotory	13298	13293
42122000-0  	Čerpadla 	13299	13292
42122100-1  	Čerpadla na kapaliny 	13300	13299
42122110-4  	Požární čerpadla 	13301	13300
42122120-7  	Systémy výměny paliva pro helikoptéry	13302	13300
42122130-0  	Vodní čerpadla 	13303	13300
42122160-9  	Chladící čerpadla	13304	13300
42122161-6  	Chladící vodní čerpadla	13305	13304
42122170-2  	Mazací čerpadla	13306	13300
42122180-5  	Čerpadla na paliva 	13307	13300
42122190-8  	Čerpadla na beton	13308	13300
42122200-2  	Pístová vytěsňovací čerpadla pro kapaliny	13309	13299
42122210-5  	Hydraulický kapalinový pohon 	13310	13309
42122220-8  	Čerpadla na odpadní vody 	13311	13309
42122230-1  	Dávkovací čerpadla 	13312	13309
42122300-3  	Násobiče tlaku pro kapaliny	13313	13299
42122400-4  	Odstředivá čerpadla a zdviže na kapaliny 	13314	13299
42122410-7  	Čerpadla pro použití ve zdravotnictví	13315	13314
42122411-4  	Výživové pumpy 	13316	13315
42122419-0  	Perfúzní pumpy 	13317	13315
42122420-0  	Zdviže na kapaliny 	13318	13314
42122430-3  	Odstředivá čerpadla	13319	13314
42122440-6  	Rotační čerpadla 	13320	13314
42122450-9  	Vakuová čerpadla 	13321	13314
42122460-2  	Vzduchová čerpadla 	13322	13314
42122480-8  	Oběžná čerpadla	13323	13314
42122500-5  	Laboratorní pumpy a příslušenství	13324	13299
42122510-8  	Peristaltické pumpy	13325	13324
42123000-7  	Kompresory 	13326	13292
42123100-8  	Plynové kompresory 	13327	13326
42123200-9  	Rotační kompresory 	13328	13326
42123300-0  	Kompresory pro chladící techniku 	13329	13326
42123400-1  	Vzduchové kompresory 	13330	13326
42123410-4  	Upevněné vzduchové kompresory	13331	13330
42123500-2  	Turbokompresory	13332	13326
42123600-3  	Pístové objemové kompresory	13333	13326
42123610-6  	Agregát na stlačený vzduch 	13334	13333
42123700-4  	Odstředivé kompresory	13335	13326
42123800-5  	Kompresory pro použití v civilních letadlech 	13336	13326
42124000-4  	Části čerpadel, kompresorů, motorů nebo servomotorů	13337	13292
42124100-5  	Části motorů nebo servomotorů	13338	13337
42124130-4  	Části pneumatických motorů 	13339	13338
42124150-0  	Části hydraulických motorů nebo servomotorů	13340	13338
42124170-6  	Části reakčních motorů 	13341	13338
42124200-6  	Části čerpadel nebo proudových čerpadel	13342	13337
42124210-9  	Části palivových a ručních čerpadel a čerpadel na beton	13343	13342
42124211-6  	Části palivových čerpadel	13344	13343
42124212-3  	Části ručních čerpadel 	13345	13343
42124213-0  	Části čerpadel na beton	13346	13343
42124220-2  	Části pístových vytěsňovacích čerpadel 	13347	13342
42124221-9  	Části hydraulických pohonných zdrojů 	13348	13347
42124222-6  	Části dávkovacích čerpadel 	13349	13347
42124230-5  	Části rotačních vytěsňovacích čerpadel 	13350	13342
42124290-3  	Části odstředivých čerpadel	13351	13342
42124300-7  	Části vzduchových nebo vakuových čerpadel a vzduchových nebo plynových kompresorů	13352	13337
42124310-0  	Části vzduchových čerpadel 	13353	13352
42124320-3  	Části vakuových čerpadel 	13354	13352
42124330-6  	Části vzduchových kompresorů 	13355	13352
42124340-9  	Části plynových kompresorů 	13356	13352
42130000-9  	Kohouty, kohoutky, ventily a podobná zařízení	13357	11508
42131000-6  	Kohouty, kohoutky a ventily	13358	13357
42131100-7  	Ventily definované podle jejich funkce 	13359	13358
42131110-0  	Ventily radiátorů ústředního topení	14207	13359
42131120-3  	Uzavírací šoupátka 	15036	13359
42131130-6  	Regulátory teploty 	15037	13359
42131140-9  	Redukční, regulační, zpětné nebo bezpečnostní ventily	15038	13359
42131141-6  	Redukční ventily 	15039	15038
42131142-3  	Regulační ventily	15040	15038
42131143-0  	Kryté regulační ventily	15041	15038
42131144-7  	Ventily pro regulaci procesu 	15042	15038
42131145-4  	Zpětné ventily 	15043	15038
42131146-1  	Jednosměrné ventily	15044	15038
42131147-8  	Bezpečnostní ventily 	15045	15038
42131148-5  	Uzavírací ventily	15046	15038
42131150-2  	Ventily k hydrantům	15047	13359
42131160-5  	Hydranty 	15048	13359
42131170-8  	Vypouštěcí ventily pro plynové lahve 	15049	13359
42131200-8  	Ventily definované podle jejich konstrukce 	15050	13358
42131210-1  	Nožové ventily 	15051	15050
42131220-4  	Tlakové ventily	15052	15050
42131230-7  	Stavidlové uzávěry 	15053	15050
42131240-0  	Kulovité ventily 	15054	15050
42131250-3  	Jehlové ventily	15055	15050
42131260-6  	Kuličkové ventily	15056	15050
42131270-9  	Kuželové ventily 	15057	15050
42131280-2  	Klapkové ventily 	15058	15050
42131290-5  	Membránové ventily 	15059	15050
42131291-2  	Šoupátka 	15060	15059
42131292-9  	Zpětné klapky	15061	15059
42131300-9  	Produkční kříže a další sestavy ventilů	15062	13358
42131310-2  	Produkční kříže pro ropné vrty 	15063	15062
42131320-5  	Tryskové rozvaděče 	15064	15062
42131390-6  	Sestavy ventilů	15065	15062
42131400-0  	Sanitární kohouty a ventily	15066	13358
42132000-3  	Části kohoutů a ventilů	15067	13357
42132100-4  	Ovladače ventilů 	15068	15067
42132110-7  	Elektrické ovladače ventilů	15069	15068
42132120-0  	Hydraulické ovladače ventilů 	15070	15068
42132130-3  	Pneumatické ovladače ventilů 	15071	15068
42132200-5  	Části kohoutů	15072	15067
42132300-6  	Části ventilů	15073	15067
42140000-2  	Ozubená kola, převody a hnací prvky	15074	11508
42141000-9  	Kola, převody a hnací prvky	15075	15074
42141100-0  	Převodové, vačkové a klikové hřídele 	15076	15075
42141110-3  	Převodové hřídele	15077	15076
42141120-6  	Vačkové hřídele	15078	15076
42141130-9  	Klikové hřídele	15079	15076
42141200-1  	Ložisková pouzdra	15080	15075
42141300-2  	Ozubená soukolí a ozubené a převody	15081	15075
42141400-3  	Setrvačníky a řemenice 	15082	15075
42141410-6  	Navijáky 	15083	15082
42141500-4  	Spojky 	15084	15075
42141600-5  	Kladkostroje 	15085	15075
42141700-6  	Hřídelové spojky 	15086	15075
42141800-7  	Univerzální klouby 	15087	15075
42142000-6  	Součásti převodových a hnacích prvků 	15088	15074
42142100-7  	Součásti převodových prvků 	15089	15088
42142200-8  	Části poháněcích zařízení	15090	15088
42150000-5  	Jaderné reaktory a jejich díly 	15091	11508
42151000-2  	Jaderné reaktory 	15092	15091
42152000-9  	Díly jaderných reaktorů	15093	15091
42152100-0  	Systémy pro chlazení reaktorů	15094	15093
42152200-1  	Díly nádrží jaderných reaktorů 	15095	15093
42160000-8  	Kotle a ohřívače 	15096	11508
42161000-5  	Ohřívače vody	15097	15096
42162000-2  	Parní kotle	15098	15096
42163000-9  	Parní generátory 	15099	15096
42164000-6  	Přídavná zařízení pro užití společně s ohřívači	15100	15096
42165000-3  	Kondenzátory páry	15101	15096
42200000-8  	Stroje na výrobu potravin, nápojů a pro zpracování tabáku a jejich díly	15102	11507
42210000-1  	Stroje na výrobu potravin, nápojů a pro zpracování tabáku	15103	15102
42211000-8  	Mlékárenské stroje 	15104	15103
42211100-9  	Odstředivky pro oddělování smetany 	15105	15104
42212000-5  	Stroje pro zpracovávání obilovin a sušené zeleniny 	15106	15103
42213000-2  	Stroje používané při výrobě alkoholických nebo ovocných nápojů 	15107	15103
42214000-9  	Pece, sušičky na zemědělské produkty a zařízení pro vaření a topení	15108	15103
42214100-0  	Pece 	15109	15108
42214110-3  	Grily	15110	15109
42214200-1  	Sušičky na zemědělské produkty 	15111	15108
42215000-6  	Stroje pro průmyslovou přípravu nebo výrobu potravin a nápojů	15112	15103
42215100-7  	Stroje na řezání potravin	15113	15112
42215110-0  	Stroje na plátkování chleba	15114	15113
42215120-3  	Stroje na plátkování slaniny 	15115	15113
42215200-8  	Stroje pro zpracovávání potravin 	15116	15112
42215300-9  	Stroje pro výrobu těstovin 	15117	15112
42216000-3  	Stroje pro zpracování tabáku 	15118	15103
42220000-4  	Části strojů na výrobu potravin, nápojů a pro zpracování tabáku	15119	15102
42221000-1  	Části strojů na výrobu potravin	15120	15119
42221100-2  	Části mlékárenských strojů 	16122	15120
42221110-5  	Části dojících strojů	16373	16122
42222000-8  	Části strojů na výrobu nápojů	16374	15119
42223000-5  	Části strojů pro zpracování tabáku 	16375	15119
42300000-9  	Průmyslové a laboratorní pece, spalovny a zapékací pece	16376	11507
42310000-2  	Pecní hořáky 	16377	16376
42320000-5  	Spalovny odpadů	16378	16376
42330000-8  	Tavící pece	16379	16376
42340000-1  	Jiné než domácí trouby 	16380	16376
42341000-8  	Trouby pro komerční užití	16381	16380
42350000-4  	Kremační zařízení	16382	16376
42390000-6  	Části pecních hořáků, pecí nebo trub 	16383	16376
42400000-0  	Zdvihací a manipulační zařízení a jejich díly	16384	11507
42410000-3  	Zdvihací a manipulační zařízení	16385	16384
42411000-0  	Navijáky a zvedáky 	16386	16385
42412000-7  	Navijáky pro přemisťování dopravních košů v důlních šachtách a navijáky speciálně upravené pro práci v podzemí a vrátky	16387	16385
42412100-8  	Navijáky pro přemisťování dopravních košů v důlních šachtách a navijáky speciálně upravené pro práci v podzemí 	16388	16387
42412110-1  	Navijáky pro přemisťování dopravních košů v důlních šachtách 	16389	16388
42412120-4  	Navijáky speciálně upravené pro práci v podzemí	16390	16388
42412200-9  	Vrátky 	16391	16387
42413000-4  	Zdviháky a zdvihací zařízení na vozidla	16392	16385
42413100-5  	Fixní zdvihací zařízení	16393	16392
42413200-6  	Hydraulické zdviháky 	16394	16392
42413300-7  	Pneumatické zdviháky 	16395	16392
42413400-8  	Mechanické zdviháky	16396	16392
42413500-9  	Zdviháky na vozidla	16397	16392
42414000-1  	Jeřáby, mobilní zdvihací rámy a pracovní vozidla vybavená jeřábem	16398	16385
42414100-2  	Jeřáby 	16399	16398
42414110-5  	Přístavní jeřáby 	16400	16399
42414120-8  	Nábřežní jeřáby	16401	16399
42414130-1  	Stohovací jeřáby 	16402	16399
42414140-4  	Jeřáby pro manipulaci kontejnerů 	16403	16399
42414150-7  	Věžové jeřáby	16404	16399
42414200-3  	Jeřáby s horním pojezdem 	16405	16398
42414210-6  	Pojízdné jeřáby	16406	16405
42414220-9  	Pojízdný most	16407	16405
42414300-4  	Portálové otočné jeřáby	16408	16398
42414310-7  	Mobilní zdvihací rámy	16409	16408
42414320-0  	Otočné jeřáby (sloupové) 	16410	16408
42414400-5  	Jeřáby k připevňování na silniční vozidla	16411	16398
42414410-8  	Jeřáby pro nákladní automobily 	16412	16411
42414500-6  	Mostové jeřáby 	16413	16398
42415000-8  	Vysokozdvižné vozíky, pracovní nákladní vozidla, vozíky pro použití na nástupištích železničních stanic	16414	16385
42415100-9  	Zdvihací vozíky	16415	16414
42415110-2  	Vysokozdvižné vozíky 	16416	16415
42415200-0  	Pracovní nákladní vozidla	16417	16414
42415210-3  	Pracovní nákladní vozidla se zařízením pro manipulaci	16418	16417
42415300-1  	Vozíky pro přepravu na nástupištích železničních stanic	16419	16414
42415310-4  	Volně řízená vozidla (FSVS)	16420	16419
42415320-7  	Zařízení pro pohotovostní vozidla	16421	16419
42416000-5  	Výtahy, skipové výtahy, zdviháky, eskalátory a pohyblivé chodníky	16422	16385
42416100-6  	Výtahy 	16423	16422
42416110-9  	Koupelnové výtahy	16424	16423
42416120-2  	Nákladní výtahy	16425	16423
42416130-5  	Mechanické výtahy	16426	16423
42416200-7  	Skipové výtahy 	16427	16422
42416210-0  	Výtahy na odpadky	16428	16427
42416300-8  	Zdviháky 	16429	16422
42416400-9  	Eskalátory 	16430	16422
42416500-0  	Pohyblivé chodníky 	16431	16422
42417000-2  	Výtahy a dopravníky	16432	16385
42417100-3  	Pneumatické výtahy a dopravníky	16433	16432
42417200-4  	Dopravníky 	16434	16432
42417210-7  	Korečkové výtahy nebo dopravníky s nepřetržitým provozem 	16435	16434
42417220-0  	Pásové výtahy nebo dopravníky s nepřetržitým provozem	16436	16434
42417230-3  	Pancéřové dopravníky (AFCS) pro hornictví	16437	16434
42417300-5  	Zařízení pro dopravníky	16438	16432
42417310-8  	Pásy pro dopravníky	16439	16438
42418000-9  	Stroje pro zdvihání, manipulaci, nakládání nebo vykládání	16440	16385
42418100-0  	Důlní posunovací vozíky a lokomotivní nebo vagónové dopravníky 	16441	16440
42418200-1  	Zařízení pro jednokolejné dráhy nebo lyžařské vleky	16442	16440
42418210-4  	Zařízení pro visuté jednokolejné dráhy 	16443	16442
42418220-7  	Sedačkové lanovky	16444	16442
42418290-8  	Zařízení pro lyžařské vleky	16445	16442
42418300-2  	Zařízení pro odstraňování odpadků	16446	16440
42418400-3  	Karuselové skladovací a vyhledávací stroje 	16447	16440
42418500-4  	Mechanická zařízení pro manipulaci 	16448	16440
42418900-8  	Stroje pro nakládání nebo manipulaci 	16449	16440
42418910-1  	Zařízení pro nakládání 	16450	16449
42418920-4  	Zařízení pro vykládání 	16451	16449
42418930-7  	Boční nakladače	13703	16449
42418940-0  	Zařízení pro manipulaci s kontejnery 	13704	16449
42419000-6  	Části zdvihacího a manipulačního zařízení	9109	16385
42419100-7  	Části jeřábů 	10133	9109
42419200-8  	Části pracovních nákladních vozidel	10134	9109
42419500-1  	Části výtahů, skipových výtahů nebo eskalátorů 	10135	9109
42419510-4  	Části výtahů 	10136	10135
42419520-7  	Části skipových výtahů 	10137	10135
42419530-0  	Části eskalátorů 	10138	10135
42419540-3  	Části pohyblivých chodníků 	10139	10135
42419800-4  	Části dopravníků 	10140	9109
42419810-7  	Části pásových dopravníků	10141	10140
42419890-1  	Části korečkových dopravníků 	10142	10140
42419900-5  	Části navijáků nebo jiných zdvihacích nebo manipulačních zařízení	10143	9109
42420000-6  	Korečky, lopaty, drapáky a upínadla pro jeřáby nebo rypadla	10144	16384
42500000-1  	Chlazení a ventilace 	10145	11507
42510000-4  	Výměníky tepla, klimatizační nebo chladící zařízení a filtrační stroje 	10146	10145
42511000-1  	Výměníky tepla a zařízení pro zkapalňování vzduchu nebo ostatních plynů	10147	10146
42511100-2  	Výměníky tepla 	10148	10147
42511110-5  	Tepelná čerpadla 	10149	10148
42511200-3  	Zařízení pro zkapalňování vzduchu nebo ostatních plynů 	10150	10147
42512000-8  	Klimatizační systémy 	10151	10146
42512100-9  	Klimatizační zařízení okenního typu	10152	10151
42512200-0  	Klimatizační zařízení nástěnného typu	10153	10151
42512300-1  	Zařízení pro topení, větrání a klimatizaci 	10154	10151
42512400-2  	Klimatizační zařízení pro motorová vozidla 	10155	10151
42512500-3  	Části klimatizačních zařízení	10156	10151
42512510-6  	Zvlhčovače 	10157	10156
42512520-9  	Žaluziové větráky	10158	10156
42513000-5  	Chladící a mrazící zařízení	10159	10146
42513100-6  	Mrazící zařízení 	10160	10159
42513200-7  	Chladící zařízení	10161	10159
42513210-0  	Chladící vitríny 	10162	10161
42513220-3  	Chladící pulty 	10163	10161
42513290-4  	Komerční chladící zařízení 	10164	10161
42514000-2  	Strojek filtrování nebo čištění plynů	10165	10146
42514200-4  	Elektrostatické čističe vzduchu a plynů	10166	10165
42514300-5  	Filtrační zařízení 	10167	10165
42514310-8  	Vzduchové filtry 	10168	10167
42514320-1  	Plynové filtry 	10169	10167
42515000-9  	Kotle k místnímu vytápění	10170	10146
42520000-7  	Ventilační zařízení	10171	10145
42521000-4  	Zařízení pro odsávání kouře	10172	10171
42522000-1  	Větráky k jinému použití než v domácnostech	10173	10171
42522100-2  	Části větráků	10174	10173
42530000-0  	Části chladících a mrazících zařízení a tepelných čerpadel 	10175	10145
42531000-7  	Části chladících zařízení	10176	10175
42532000-4  	Části mrazících zařízení 	10177	10175
42533000-1  	Části tepelných čerpadel 	10178	10175
42600000-2  	Strojní nářadí 	10179	11507
42610000-5  	Obráběcí a tvářecí stroje s laserem a obráběcí centra	10180	10179
42611000-2  	Speciální obráběcí a tvářecí stroje	10181	10180
42612000-9  	Obráběcí centra	10182	10180
42612100-0  	Obráběcí centra horizontální 	10183	10182
42612200-1  	Obráběcí centra vertikální 	10184	10182
42620000-8  	Soustruhy a obráběcí a tvářecí stroje pro vrtání a frézování 	10185	10179
42621000-5  	Soustruhy	10186	10185
42621100-6  	CNC soustruhy	10187	10186
42622000-2  	Stroje pro řezání vnitřních závitů 	10188	10185
42623000-9  	Frézy	10189	10185
42630000-1  	Kovoobráběcí a tvářecí stroje	10190	10179
42631000-8  	Obráběcí a tvářecí stroje pro konečnou úpravu kovů 	10191	10190
42632000-5  	Číslicově řízené stroje pro tváření kovů 	10192	10190
42633000-2  	Stroje pro ohýbání, překládání rovnání nebo lisování 	10193	10190
42634000-9  	Stroje ke kování 	10194	10190
42635000-6  	Stroje na lisování v zápustce	10195	10190
42636000-3  	Lisy 	10196	10190
42636100-4  	Hydraulické lisy 	10197	10196
42637000-0  	Obráběcí a tvářecí stroje pro vrtání, vyvrtání a frézování kovů	10198	10190
42637100-1  	Obráběcí a tvářecí stroje pro vrtání kovů	10199	10198
42637200-2  	Obráběcí a tvářecí stroje pro vyvrtávání kovů	10200	10198
42637300-3  	Obráběcí a tvářecí stroje pro frézování kovů 	10201	10198
42638000-7  	Obráběcí centra pro obrábění kovů	10202	10190
42640000-4  	Obráběcí a tvářecí stroje pro obrábění tvrdých materiálů s výjimkou kovů 	10203	10179
42641000-1  	Obráběcí a tvářecí stroje pro obrábění kamene, keramických hmot, betonu nebo skla	10204	10203
42641100-2  	Obráběcí a tvářecí stroje pro obrábění kamene	10205	10204
42641200-3  	Obráběcí a tvářecí stroje pro obrábění keramických hmot	10206	10204
42641300-4  	Obráběcí a tvářecí stroje pro obrábění betonu	10207	10204
42641400-5  	Obráběcí a tvářecí stroje pro obrábění skla	10208	10204
42642000-8  	Obráběcí a tvářecí stroje pro obrábění dřeva, kostí, korku, tvrdého kaučuku nebo tvrdých plastů	10209	10203
42642100-9  	Obráběcí a tvářecí stroje pro obrábění dřeva 	10210	10209
42642200-0  	Obráběcí a tvářecí stroje pro obrábění kostí 	10211	10209
42642300-1  	Obráběcí a tvářecí stroje pro obrábění korku 	11519	10209
42642400-2  	Obráběcí a tvářecí stroje pro obrábění tvrdého kaučuku 	11520	10209
42642500-3  	Obráběcí a tvářecí stroje pro obrábění tvrdých plastů	11521	10209
42650000-7  	Ruční nářadí pneumatické nebo s vlastním motorem 	11522	10179
42651000-4  	Ruční nářadí pneumatické 	11523	11522
42652000-1  	Ruční elektromechanické nástroje 	11524	11522
42660000-0  	Stroje pro pájení, letování nebo svařování a přístroje k povrchovému kalení	11525	10179
42661000-7  	Zařízení pro pájení a letování 	11526	11525
42661100-8  	Zařízení pro pájení	11527	11526
42661200-9  	Zařízení pro letování	11528	11526
42662000-4  	Zařízení pro sváření 	11529	11525
42662100-5  	Elektrická svářecí zařízení	11530	11529
42662200-6  	Neelektrická zařízení pro sváření	11531	11529
42663000-1  	Stroje pro povrchové kalení	11532	11525
42664000-8  	Zařízení pro tavení	11533	11525
42664100-9  	Zařízení pro tavení plastů 	11534	11533
42665000-5  	Pokovovací stroje	11535	11525
42670000-3  	Díly obráběcích a tvářecích strojů 	11536	10179
42671000-0  	Nástrojové držáky	11537	11536
42671100-1  	Držáky laboratorních potřeb	11538	11537
42671110-4  	Stojan na zkumavky pro lázeň 	11539	11538
42672000-7  	Nástrojové držáky pro soustruhy	11540	11536
42673000-4  	Speciální dělící hlavy pro obráběcí a tvářecí stroje 	11541	11536
42674000-1  	Díly obráběcích a tvářecích strojů pro zpracovávání kovů 	11542	11536
42675000-8  	Díly obráběcích a tvářecích strojů pro zpracovávání tvrdých materiálů	11543	11536
42675100-9  	Části řetězových pil 	11544	11543
42676000-5  	Části ručních nástrojů 	11545	11536
42677000-2  	Části pneumatických nástrojů 	11546	11536
42700000-3  	Stroje na výrobu textilu, textilních a oděvních výrobků a usní 	11547	11507
42710000-6  	Stroje na výrobu textilu a textilních výrobků	11548	11547
42711000-3  	Stroje na zpracování chemických textilií 	11549	11548
42712000-0  	Textilní spřádací a dopřádací stavy	11550	11548
42713000-7  	Tkalcovské stavy 	11551	11548
42714000-4  	Pletací stroje 	11552	11548
42715000-1  	Šicí stroje	11553	11548
42716000-8  	Stroje pro praní, čištění a sušení prádla	11554	11548
42716100-9  	Pracího zařízení 	11555	11554
42716110-2  	Zařízení pro praní prádla	11556	11555
42716120-5  	Pračky 	11557	11555
42716130-8  	Stroje pro čištění prádla	11558	11555
42716200-0  	Sušičky	11559	11554
42717000-5  	Stroje pro žehlení a skládání ložního prádla 	11560	11548
42717100-6  	Stroje pro skládání ložního prádla 	11561	11560
42718000-2  	Stroje pro konečnou úpravu textilu 	11562	11548
